id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9055925-B2,System and method for reducing false alarms associated with vital-signs monitoring ,"Carefusion 303, Inc.","Pierre PAQUET, Stephen Lewis",2010-07-27,2010-07-27,2015-06-16,2015-06-16,https://patents.google.com/patent/US9055925B2/en,https://patentimages.storage.googleapis.com/e8/22/84/49688d40a32f5e/US09055925-20150616-D00000.png
US-10426358-B2,"Internet of things (IoT) personal tracking apparatus, system, and method ",Centurylink Intellectual Property Llc,"Thomas C. Barnett, JR., Kevin M. McBride, Charles I. Cook, Robert J. Morrill",2016-12-20,2016-12-20,2019-10-01,2019-10-01,https://patents.google.com/patent/US10426358B2/en,https://patentimages.storage.googleapis.com/2d/bd/b0/03be15ad3ed33e/US10426358-20191001-D00000.png
US-10832365-B2,Employee wellness management system ,"Adp, Llc","Wojciech Krupa, Dariusz Czapla, Zackary Cully Chapple",2015-01-16,2019-07-15,2020-11-10,2020-11-10,https://patents.google.com/patent/US10832365B2/en,https://patentimages.storage.googleapis.com/f4/66/75/0fc5233c782366/US10832365-20201110-D00000.png
US-8621213-B2,Remote control of medical devices using instant messaging infrastructure ,"Merge Healthcare, Inc.","Mark Logan, John Fehrenbach",2010-06-08,2010-10-25,2013-12-31,2013-12-31,https://patents.google.com/patent/US8621213B2/en,https://patentimages.storage.googleapis.com/fd/54/1e/543a4e3767ead9/US08621213-20131231-D00000.png
US-9081887-B2,Medication storage and dispensing apparatus having linear drawer assembly including discrete storage modules ,Intermetro Industries Corporation,"Jeffrey C. Olson, Scott Curtis Miller, James Leo Kilgallon, Tobin H. Williams, Paul Prickett, Karl Haiden, Scott Harshbarger, Adam Troup, Patrick Sweeney",2013-03-15,2013-03-15,2015-07-14,2015-07-14,https://patents.google.com/patent/US9081887B2/en,https://patentimages.storage.googleapis.com/b8/d5/00/2daba6cf0d5b9f/US09081887-20150714-D00000.png
US-11049598-B2,Robust health tracking service ,Tricella Inc.,Daniel M. Weng,2015-12-14,2016-12-02,2021-06-29,2021-06-29,https://patents.google.com/patent/US11049598B2/en,https://patentimages.storage.googleapis.com/7d/d0/2c/a58cb00c7e9a11/US11049598-20210629-D00000.png
US-9721046-B2,System and method for realizing a building system that involves computer based matching of form to function ,"Aditazz, Inc.","Alexander Khainson, Zachary Deretsky, Deepak Aatresh, Ward A. Vercruysse, Richard L. Sarao, Sudha Hajela",2013-03-15,2014-03-17,2017-08-01,2017-08-01,https://patents.google.com/patent/US9721046B2/en,https://patentimages.storage.googleapis.com/e9/7e/43/f1d85b80887fe5/US09721046-20170801-D00000.png
US-10315032-B2,Patient therapy systems and methods ,"CyMedica Orthopedics, Inc.","Struan Coleman, Calvin Domenico, Edison Gieswein, Jessica Paparella, Joshua Butters, Marlina Kessler, David Saar, Lee Knox",2015-01-26,2017-07-28,2019-06-11,2019-06-11,https://patents.google.com/patent/US10315032B2/en,https://patentimages.storage.googleapis.com/16/98/e2/8c721c31e4ae7c/US10315032-20190611-D00000.png
US-10646653-B2,Injection device configured to mate with a mobile device ,"Becton, Dickinson And Company","Mircea Stefan Despa, Sundeep Kankanala, Dylan Wilson",2013-11-01,2017-07-07,2020-05-12,2020-05-12,https://patents.google.com/patent/US10646653B2/en,https://patentimages.storage.googleapis.com/a0/8f/ff/a284b2367db2ac/US10646653-20200512-D00000.png
US-10064985-B2,Precision blood fluid removal therapy based on patient monitoring ,"Medtronic, Inc.","Martin Gerber, SuPing Lyu, Bryant Pudil",2011-04-29,2016-12-20,2018-09-04,2018-09-04,https://patents.google.com/patent/US10064985B2/en,https://patentimages.storage.googleapis.com/35/ef/b2/2dd2d2e966e350/US10064985-20180904-D00000.png
US-9980674-B2,Real-time evaluation of CPR performance ,Zoll Medical Corporation,"Richard A. Packer, Gary A. Freeman, Christopher Luke Kaufman",2010-11-12,2015-12-22,2018-05-29,2018-05-29,https://patents.google.com/patent/US9980674B2/en,https://patentimages.storage.googleapis.com/94/bd/5e/d1930a4d615563/US09980674-20180529-D00000.png
US-10874304-B2,Semiconductor source based near infrared measurement device with improved signal-to-noise ratio ,"Omni Medsci, Inc.",Mohammed N. Islam,2012-12-31,2019-10-31,2020-12-29,2020-12-29,https://patents.google.com/patent/US10874304B2/en,https://patentimages.storage.googleapis.com/c7/90/41/273eff0aef16ef/US10874304-20201229-D00000.png
US-10813568-B2,System and method for classifier-based atrial fibrillation detection with the aid of a digital computer ,"Bardy Diagnostics, Inc.","Rodney Boleyn, Ezra M. Dreisbach, Chuck Dulken, Gust H. Bardy",2013-09-25,2019-11-04,2020-10-27,2020-10-27,https://patents.google.com/patent/US10813568B2/en,https://patentimages.storage.googleapis.com/e6/d3/45/7e60562bc37f8f/US10813568-20201027-D00000.png
US-10376162-B2,Cardiovascular assist system that quantifies heart function and facilitates heart recovery ,"Abiomed, Inc., Massachusetts Institute Of Technology","Elazer Edelman, Brian Chang, Noam Joesphy, Sonya Sanat Bhavsar",2016-09-19,2017-09-19,2019-08-13,2019-08-13,https://patents.google.com/patent/US10376162B2/en,https://patentimages.storage.googleapis.com/e2/16/c0/0afe0634440155/US10376162-20190813-D00000.png
US-10147502-B2,Data driven schema for patient data exchange system ,"Medtronic, Inc.","Timothy D. Paffel, William C. Harding",2013-08-21,2016-10-10,2018-12-04,2018-12-04,https://patents.google.com/patent/US10147502B2/en,https://patentimages.storage.googleapis.com/16/e0/65/3bcd798123d0e5/US10147502-20181204-D00000.png
US-9478025-B2,Device having a digital infrared sensor and non-touch optical detection of vital signs from a temporal variation amplifier ,Arc Devices Limited,"Mark Khachaturian, Michael G. Smith, Steven Gerst, Irwin Gross",2014-07-04,2014-08-11,2016-10-25,2016-10-25,https://patents.google.com/patent/US9478025B2/en,https://patentimages.storage.googleapis.com/33/23/4a/c7f71090d48f16/US09478025-20161025-D00000.png
US-10984531-B2,Determining a luminal-flow-related index using blood velocity determination ,"Sync-Rx, Ltd.","Eldad Klaiman, Ran Cohen, David Tolkowsky, Alexander Steinberg",2012-06-26,2013-12-27,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984531B2/en,https://patentimages.storage.googleapis.com/07/ce/37/9e8e189e260e1e/US10984531-20210420-D00000.png
US-10391033-B2,Medication dose preparation and transfer system ,"Crisi Medical Systems, Inc.","Walter John Bochenko, Stephen Michael Prince, Christopher Biagioli",2011-06-16,2017-02-27,2019-08-27,2019-08-27,https://patents.google.com/patent/US10391033B2/en,https://patentimages.storage.googleapis.com/dd/4c/9f/ac233866123625/US10391033-20190827-D00000.png
US-10726098-B2,"Method, system and program product for transferring genetic and health data ",Dror Samuel Brama,Dror Samuel Brama,2014-01-23,2014-03-18,2020-07-28,2020-07-28,https://patents.google.com/patent/US10726098B2/en,https://patentimages.storage.googleapis.com/0e/6f/3b/90ff998f15b789/US10726098-20200728-D00000.png
US-11024424-B2,Computer assisted coding systems and methods ,"Nuance Communications, Inc.","Weiyi Sun, Ravi Kondadadi, Brian William Delaney, Girija Yegnanarayanan",2017-10-27,2017-10-27,2021-06-01,2021-06-01,https://patents.google.com/patent/US11024424B2/en,https://patentimages.storage.googleapis.com/45/41/18/9b21c7986a170a/US11024424-20210601-D00000.png
US-10814082-B2,"Combination respiratory therapy device, system and method ","Mhs Care-Innovation, Llc","David J. Birnkrant, Chad M. Boerst, Michael Yang ChangGuo",2012-12-03,2017-10-20,2020-10-27,2020-10-27,https://patents.google.com/patent/US10814082B2/en,https://patentimages.storage.googleapis.com/0e/ed/4a/2241b062f2590d/US10814082-20201027-D00000.png
US-9776007-B2,Method and system of quick neurostimulation electrode configuration and positioning ,Nuvectra Corporation,"Norbert Kaula, Scott DREES, Yohannes Iyassu, Seth KAUFMAN",2012-08-31,2016-01-07,2017-10-03,2017-10-03,https://patents.google.com/patent/US9776007B2/en,https://patentimages.storage.googleapis.com/1f/b5/4c/678d82e99d1c78/US09776007-20171003-D00000.png
US-10984486-B2,Device for implementing body fluid analysis and social networking event planning ,"Christine E. Akutagawa, Lucas J. Myslinski","Christine E. Akutagawa, Lucas J. Myslinski",2014-02-28,2017-05-30,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984486B2/en,https://patentimages.storage.googleapis.com/fe/e6/c6/2f6d5bf5ef5175/US10984486-20210420-D00000.png
US-10165946-B2,Computer-implemented system and method for providing a personal mobile device-triggered medical intervention ,"Bardy Diagnostics, Inc.","Gust H. Bardy, Jason Felix, Jon Mikalson Bishay",2013-09-25,2014-03-17,2019-01-01,2019-01-01,https://patents.google.com/patent/US10165946B2/en,https://patentimages.storage.googleapis.com/9f/d5/bd/940f9b95c4f4ec/US10165946-20190101-D00000.png
US-9375574-B2,System and method of providing computer assisted stimulation programming (CASP) ,Nuvectra Corporation,"Norbert Kaula, Yohannes Iyassu",2011-05-31,2014-05-16,2016-06-28,2016-06-28,https://patents.google.com/patent/US9375574B2/en,https://patentimages.storage.googleapis.com/a3/8e/75/b1fdbcf8873516/US09375574-20160628-D00000.png
US-9973883-B2,Personal area network pairing ,"Welch Allyn, Inc.","Steven D. Baker, Robert J. Kahlke",2010-03-15,2017-04-21,2018-05-15,2018-05-15,https://patents.google.com/patent/US9973883B2/en,https://patentimages.storage.googleapis.com/40/60/66/3843a120d4f272/US09973883-20180515-D00000.png
US-10076462-B2,Adaptive compression therapy systems and methods ,"Radial Medical, Inc.","Eric Johnson, Thomas J. Fogarty, Sylvester Lucatero, Gilbert Laroya, James K. Wall, Conrad SALINAS",2016-04-27,2017-04-27,2018-09-18,2018-09-18,https://patents.google.com/patent/US10076462B2/en,https://patentimages.storage.googleapis.com/69/bf/9b/7b7db8edc596a6/US10076462-20180918-D00000.png
US-10283218-B2,Patient in-the-loop participatory care and monitoring ,"University Of Florida Research Foundation, Incorporated","Nikolaus Gravenstein, Samsun Lampotang, David Lizdas, Yashwant Singh Bisht",2012-05-18,2018-01-29,2019-05-07,2019-05-07,https://patents.google.com/patent/US10283218B2/en,https://patentimages.storage.googleapis.com/66/7c/61/a2fd5207bce82d/US10283218-20190507-D00000.png
US-9849364-B2,Smart device ,Bao Tran,"Bao Tran, Ha Tran",2016-02-02,2017-05-03,2017-12-26,2017-12-26,https://patents.google.com/patent/US9849364B2/en,https://patentimages.storage.googleapis.com/70/09/f3/187df1b29d4bea/US09849364-20171226-D00000.png
US-10298641-B2,Scalable event stream data processing using a messaging system ,International Business Machines Corporation,"Timothy M. Fox, Anyi Li, Scott J. McCallen, Douglas S. Meil, Kaveh Noorbakhsh",2016-01-12,2018-03-14,2019-05-21,2019-05-21,https://patents.google.com/patent/US10298641B2/en,https://patentimages.storage.googleapis.com/28/68/ea/48ddcd520f94dc/US10298641-20190521-D00000.png
US-10426896-B2,"Medicine injection and disease management systems, devices, and methods ","Bigfoot Biomedical, Inc.","Lane Desborough, Bryan Mazlish, Andrew Bochenko, Ross Naylor, Per John Sj철lund",2016-09-27,2017-09-27,2019-10-01,2019-10-01,https://patents.google.com/patent/US10426896B2/en,https://patentimages.storage.googleapis.com/06/ec/ff/bcc24bc45db7b3/US10426896-20191001-D00000.png
US-10959682-B2,"Detecting, assessing and managing a risk of death in epilepsy ","Flint Hills Scientific, Llc",Ivan Osorio,2011-03-04,2019-03-08,2021-03-30,2021-03-30,https://patents.google.com/patent/US10959682B2/en,https://patentimages.storage.googleapis.com/3f/a7/b5/8cad3dbe5fdf9b/US10959682-20210330-D00000.png
US-10022613-B2,Smart device ,Bao Tran,"Bao Tran, Ha Tran",2016-05-02,2017-05-12,2018-07-17,2018-07-17,https://patents.google.com/patent/US10022613B2/en,https://patentimages.storage.googleapis.com/3c/80/9f/c6493599d918ac/US10022613-20180717-D00000.png
US-11004554-B2,Method and apparatus for identification ,"Aic Innovations Group, Inc.","Adam Hanina, Lei Guan",2012-01-04,2020-01-08,2021-05-11,2021-05-11,https://patents.google.com/patent/US11004554B2/en,https://patentimages.storage.googleapis.com/2b/0a/91/cadeda8638db25/US11004554-20210511-D00000.png
US-9817947-B2,Method and apparatus for managing remote devices and accessing remote device information ,Zih Corp.,"Sebastiaan Antonius Hendrikus Maria Hermans, Euro Beinat",2014-10-27,2015-04-10,2017-11-14,2017-11-14,https://patents.google.com/patent/US9817947B2/en,https://patentimages.storage.googleapis.com/3c/31/f6/001c46a9aa4201/US09817947-20171114-D00000.png
US-10187736-B2,Systems and methods for tracking and presenting tinnitus therapy data ,Otoharmonics Coporation,"Michael Baker, Brenda Edin, Daniel Drexler, Marisa Pedemonte Benvenuto, Dario Geisinger Yasky, Andres Bianco de Olea",2013-06-28,2018-05-04,2019-01-22,2019-01-22,https://patents.google.com/patent/US10187736B2/en,https://patentimages.storage.googleapis.com/06/59/8a/ead3a1af3a3939/US10187736-20190122-D00000.png
US-11189368-B2,"Systems, computer media, and methods for using electromagnetic frequency (EMF) identification (ID) devices for monitoring, collection, analysis, use and tracking of personal data, biometric data, medical data, transaction data, electronic payment data, and location data for one or more end user, pet, livestock, dairy cows, cattle or other animals, including use of unmanned surveillance vehicles, satellites or hand-held devices ",Stephan HEATH,Stephan HEATH,2014-12-24,2018-01-05,2021-11-30,2021-11-30,https://patents.google.com/patent/US11189368B2/en,https://patentimages.storage.googleapis.com/3a/df/ea/0979457f36c8da/US11189368-20211130-D00000.png
US-10003945-B2,Systems and methods for real time detection and reporting of personal emergencies ,"Mobiltron, Inc.","Vassilis Papakonstantinou, Stavros Schizas",2014-11-13,2015-11-12,2018-06-19,2018-06-19,https://patents.google.com/patent/US10003945B2/en,https://patentimages.storage.googleapis.com/04/e9/92/a658eb294f1492/US10003945-20180619-D00000.png
US-11229364-B2,Patient motion analysis for behavior identification based on video frames with user selecting the head and torso from a frame ,"Medtronic, Inc.","Jianping Wu, Chih Lai, Dwight E. Nelson",2013-06-14,2013-12-12,2022-01-25,2022-01-25,https://patents.google.com/patent/US11229364B2/en,https://patentimages.storage.googleapis.com/b4/45/ee/f5c6f62d26fe6d/US11229364-20220125-D00000.png
US-10433726-B2,"Systems, methods, and devices for remote health monitoring and management using internet of things sensors ",Amrita Vishwa Vidyapeetham,"Maneesha Vinodini Ramesh, Rahul Krishnan Pathinarupothi, Ekanath Srihari Rangan, Durga P, P. Venkat Rangan",2017-08-14,2018-08-30,2019-10-08,2019-10-08,https://patents.google.com/patent/US10433726B2/en,https://patentimages.storage.googleapis.com/a6/2e/d0/700b3837801264/US10433726-20191008-D00000.png
US-9962090-B2,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification ,"Spectral Md, Inc.","John Michael DiMaio, Wensheng Fan, Jeffrey E. Thatcher, Weizhi Li, Weirong MO",2014-10-29,2017-07-11,2018-05-08,2018-05-08,https://patents.google.com/patent/US9962090B2/en,https://patentimages.storage.googleapis.com/25/1e/57/5e2e66fdf5d9a3/US09962090-20180508-D00000.png
US-10178953-B2,Set-top box for monitoring telehealth sensors ,"At&T Intellectual Property I, L.P.","Lusheng Ji, II Robert R. Miller",2011-02-24,2016-09-01,2019-01-15,2019-01-15,https://patents.google.com/patent/US10178953B2/en,https://patentimages.storage.googleapis.com/85/03/d6/6a8e9d2ecea9b2/US10178953-20190115-D00000.png
US-10635833-B2,Uniform-frequency records with obscured context ,"Q Bio, Inc.","Jeffrey Howard Kaditz, Andrew Gettings STEVENS, David Grijalva",2015-09-12,2017-04-27,2020-04-28,2020-04-28,https://patents.google.com/patent/US10635833B2/en,https://patentimages.storage.googleapis.com/55/b3/86/ace1f8c088d400/US10635833-20200428-D00000.png
US-9865176-B2,Health monitoring system ,Koninklijke Philips N.V.,Bao Tran,2012-12-07,2013-11-04,2018-01-09,2018-01-09,https://patents.google.com/patent/US9865176B2/en,https://patentimages.storage.googleapis.com/ce/37/ce/6b14ec8fcb51b0/US09865176-20180109-D00000.png
US-10298405-B2,Hardware blockchain consensus operating procedure enforcement ,Accenture Global Solutions Limited,"Noel Vivek Ramathal, Kevin Bernard Greene",2017-02-17,2018-06-05,2019-05-21,2019-05-21,https://patents.google.com/patent/US10298405B2/en,https://patentimages.storage.googleapis.com/66/a6/eb/23bea50787719a/US10298405-20190521-D00000.png
US-10258258-B2,"Systems, devices and methods for the prevention and treatment of pressure ulcers, bed exits, falls, and other conditions ","Leaf Healthcare, Inc.","Barrett J. Larson, Daniel Z. Shen",2010-03-07,2016-06-17,2019-04-16,2019-04-16,https://patents.google.com/patent/US10258258B2/en,https://patentimages.storage.googleapis.com/16/82/45/51c24750224198/US10258258-20190416-D00000.png
